id,name,text,trans
0000000000000,{user},お疲れ様でした、清夏さんは……,
0000000000000,{user},合格です。素晴らしい結果でしたね。,
0000000000000,清夏,え、それマジ……？,
0000000000000,清夏,ね、Pっち。\n試験中のあたし、どうだった？,
select,,輝いてました,
select,,よく\n踊れていました,
select,,ミスがありました,
0000000000000,清夏,ホントにっ！？\nPっちから見ても、そう見えた？,
0000000000000,{user},はい。とてもキラキラ輝いていました。\n他のアイドルと同じように。,
0000000000000,清夏,そっかぁ～……良かった。,
0000000000000,清夏,でもさー？\nまだまだ上はいるわけじゃん？,
0000000000000,清夏,ってことは、まだやるべきコトが\nあるってことっしょ。,
0000000000000,{user},そういうことです。,
0000000000000,清夏,なら、もっと頑張らないと\nいけないってことだ。,
0000000000000,清夏,あたし、ガンガン頑張るから。\n頼りにしてるよ、Pっち！,
0000000000000,清夏,そー言ってもらえると、\nちょっと嬉しいかも♪,
0000000000000,清夏,次は最終試験に向けて、\nもっとガンガンレッスンしないとね～。,
0000000000000,{user},とはいえ、無理は禁物ですよ。,
0000000000000,清夏,は～い。……へへっ。,
0000000000000,{user},どうかしましたか？,
0000000000000,清夏,んー？　前はレッスンしろ～って\n怒られてたのにさ。,
0000000000000,清夏,今は無理は禁物って言われてるの、\n不思議だなーって思ってさ♪,
0000000000000,清夏,次は、もっといい順位になるように\nあたしなりに頑張ってみる！,
0000000000000,清夏,Pっち、厳しすぎ～！\n素晴らしい結果って言ったじゃん。,
0000000000000,{user},素晴らしい結果ですが、\n最高の結果ではありませんから。,
0000000000000,清夏,……ん、わかってる。\nここで喜んでちゃ駄目だよね～。,
0000000000000,{user},……厳しいことは言いましたが、\nいい結果なのは確かですから。,
0000000000000,清夏,あはは、Pっちもしかして、\nフォローしよーとしてる？,
0000000000000,清夏,大丈夫だって～。\n悩みそーになったら、相談する。,
0000000000000,清夏,約束！　ね、Pっち♪,
info,adv_pstory_001_ssmk_after-audition-mid-normal-02.txt,,
译者,,,
