id,name,text,trans
0000000000000,担任教師,今日は定期試験が近いこともあり、\n自習時間をレッスンにあててよし。,
0000000000000,担任教師,プロデューサーがいるものは\n相談して決めなさい。,
0000000000000,莉波,ふふっ。きみとレッスンできて\n嬉しいよ。,
0000000000000,莉波,じゃあ、\n今日はなにをするの？,
0000000000000,{user},（さて、今日のレッスンは……）,
select,,ボーカルレッスン,
select,,ダンスレッスン,
select,,ビジュアル\nレッスン,
0000000000000,莉波,今日は喉の調子も良いし、\n上手く歌える気がする！,
0000000000000,莉波,急に一緒にいられることに\nなったからかな？　ふふっ。,
0000000000000,莉波,怪我しないように、\nしっかり準備運動しないと。,
0000000000000,莉波,きみも一緒にストレッチする？,
0000000000000,莉波,はい。\nじゃあ、着替えてくるね。,
0000000000000,莉波,レッスン室で、集合♪,
info,adv_pevent_001_hrnm_school_011.txt,,
译者,,,
